source,targets,category
"Leave them alone, to enjoy (the good things of this life) and to please themselves: let (false) hope amuse them: soon will knowledge (undeceive them).","بگذارشان تا بخورند و [با لذایذ مادی و زودگذر] کامرانی کنند، و آرزوها، سرگرمشان نماید؛ سپس [حقانیت اسلام و فرجام شوم خود را] خواهند فهمید.",quran
For how can a man shake off his habits?,زیرا چگونه می‌توانند از عادات خود رهائی یابند.,mizan
Such a lady gave a neighborliness to both rank and religion,چنین زنی به مقام مذهبی شوهرش حالتی آشنا می‌داد,mizan
For the Companions of the Right Hand.,[همه این نعمت‌ها] برای سعادتمندان [است.],quran
"The great temptations which thine eyes have seen, the signs, and those great miracles:","پس کلمات این عهد را نگاه داشته، بجا آورید تا در هر‌چه کنید کامیاب شوید.",bible
"And when the lad was come to the place of the arrow which Jonathan had shot, Jonathan cried after the lad, and said, Is not the arrow beyond thee?","پس کاهن، نان مقدس را به او داد زیرا که در آنجا نانی نبود غیر ازنان تقدمه که از حضور خداوند برداشته شده بود، تا در روز برداشتنش نان گرم بگذارند.",bible
"But Gehazi, the servant of Elisha the man of God, said, Behold, my master hath spared Naaman this Syrian, in not receiving at his hands that which he brought: but, as the LORD liveth, I will run after him, and take somewhat of him.","و پادشاه ارام با اسرائیل جنگ می‌کرد و با بندگان خود مشورت کرده، گفت: «در فلان جااردوی من خواهد بود.»",bible
from changing your Forms and creating you (again) in (forms) that ye know not.,"[آری، مرگ را مقدر کردیم] تا امثال شما را جایگزین شما کنیم و شما را به صورتی که نمی‌دانید آفرینشی تازه و جدید بخشیم،",quran
They know (and understand) all that ye do.,"که آنچه را [از خیر و شر] انجام می‌دهید، می‌دانند [و ضبط می‌کنند.]",quran
"When the Believers saw the Confederate forces, they said: ""This is what Allah and his Messenger had promised us, and Allah and His Messenger told us what was true."" And it only added to their faith and their zeal in obedience.","هنگامی که مؤمنان [در نبرد خندق] گروه‌های دشمن را دیدند، گفتند: این است آنچه خدا وپیامبرش به ما وعده داده‌اند [که ثواب و پاداش عظیم روز بازپسین بدون تحمل سختی‌ها و سرافراز بیرون آمدن از آزمایش‌ها، میسر نیست] و خدا و پیامبرش راست گفته‌اند، و [جنگ خندق] جز بر ایمان و تسلیم آنان نیفزود.",quran
"Give ear to my words, O LORD, consider my meditation.","همه دشمنانم به شدت خجل و پریشان خواهند شد. روبرگردانیده، ناگهان خجل خواهند گردید.",bible
It is not new and it will never be old.,این حدیث تازگی ندارد و هیچ‌وقت هم کهنه نخواهد شد.,mizan
Out with it,زود باش …,mizan
Lest coming suddenly he find you sleeping.,آنگاه همه او را واگذارده بگریختند.,bible
"They were no longer ruffled but were gathered up in scalloped festoons, showing braided petticoats beneath.","در آن فصل، دامن‌ها دیگر چین نداشت، فقط در قسمت بالا دالبری به صورت گل درست می‌کردند که زیر دامن قلاب دوزی یا گلابتون را بهتر نشان می‌داد.",mizan
Not on your account.,نه جان تو.,mizan
Surely he shall not be moved for ever: the righteous shall be in everlasting remembrance.,امتها چرابگویند که «خدای ایشان الان کجاست؟»,bible
let us go and look for some place to shelter ourselves in to night.,فعلا به جستجوی مکان راحتی بپردازیم که امشب را در آن بیاسایم.,mizan
"He said, ""O my Lord! Forgive me, and grant me a kingdom which, (it may be), suits not another after me: for Thou art the Grantor of Bounties (without measure).",گفت: پروردگارا! مرا بیامرز و حکومتی به من ببخش که بعد از من سزاوار هیچ کس نباشد؛ یقینا تو بسیار بخشنده‌ای.,quran
"A time to weep, and a time to laugh; a time to mourn, and a time to dance;","پس برگشته، بطالت دیگر را زیر آسمان ملاحظه نمودم.",bible
We have indeed sent down signs that make things manifest: and Allah guides whom He wills to a way that is straight.,همانا آیاتی روشن نازل کردیم؛ و خدا هر که را بخواهد به راهی راست راهنمایی می‌کند.,quran
"And now, Lord, behold their threatenings: and grant unto thy servants, that with all boldness they may speak thy word,","ایشان را در حضوررسولان برپا بداشتند و دعا کرده، دست بر ایشان گذاشتند.",bible
Then the (whole) story that Day will seem obscure to them (like light to the blind) and they will not be able (even) to question each other.,"پس در آن روز [به خاطر ترس و هراس فراگیر و به سبب محجوب بودن دل هایشان و قطع رابطه آنان با علل و اسباب، همه] اخبار [واقعی] بر آنان پوشیده ماند [و راه نجات از همه طرف بر آنان مسدود است]، بنابراین از یکدیگر پرسش هم نمی‌کنند،",quran
"Turn ye back in repentance to Him, and fear Him: establish regular prayers, and be not ye among those who join gods with Allah,-",[پای بند به همان سرشت خدایی باشید] در حالی که روی آورندگان به سوی او هستید و از او پروا کنید و نماز را برپا دارید و از مشرکان نباشید.,quran
"And all will be happy, all the millions of creatures except the hundred thousand who rule over them.",و همهٔ آن‌ها یعنی میلیون‌ها تن از افراد بشر به استثنای چند صد هزار نفری که آنان را رهبری خواهند کرد نیک بخت خواهند شد,mizan
"But if any man be ignorant, let him be ignorant.","لیکن شکر خدا راست که ما را بواسطه خداوند ماعیسی مسیح ظفر می‌دهد.بنابراین‌ای برادران حبیب من پایدار وبی تشویش شده، پیوسته در عمل خداوندبیفزایید، چون می‌دانید که زحمت شما درخداوند باطل نیست.",bible
"And the Avims which dwelt in Hazerim, even unto Azzah, the Caphtorims, which came forth out of Caphtor, destroyed them, and dwelt in their stead.)","چنانکه بنی عیسو که در سعیر ساکنند و موآبیان که در عارساکنند به من رفتار نمودند، تا از اردن به زمینی که یهوه خدای ما به ما می‌دهد، عبور نمایم.»",bible
For thy servant David's sake turn not away the face of thine anointed.,"آیات ومعجزات را در وسط تو‌ای مصر فرستاد، برفرعون و بر جمیع بندگان وی.",bible
quite cheerful and contented,کاملا بشاش و راضی,mizan
Chuda grabs a paperweight from Davida's desk and swings it round,"چودا وزنده‌ای را که داویدا روی کاغذهای میزش گذاشته است تا آن‌ها را باد نبرد، چند می‌زند و آن را فوری برمی گرداند که پرتاب کند.",mizan
"And the scribes which came down from Jerusalem said, He hath Beelzebub, and by the prince of the devils casteth he out devils.","و او در موخر کشتی بر بالشی خفته بود. پس اورا بیدار کرده گفتند: «ای استاد، آیا تو را باکی نیست که هلاک شویم؟»",bible
"There shall be no more thence an infant of days, nor an old man that hath not filled his days: for the child shall die an hundred years old; but the sinner being an hundred years old shall be accursed.",و خداوند می‌گوید که از غره ماه تاغره دیگر و از سبت تا سبت دیگر تمامی بشرخواهند آمد تا به حضور من سجده نمایند.,bible
I hear there is good news.,شنیدم با خبرهای خوبی برگشته‌ای.,mizan
"Now when they had gone throughout Phrygia and the region of Galatia, and were forbidden of the Holy Ghost to preach the word in Asia,","پس پولس در وسط کوه مریخ ایستاده، گفت: «ای مردان اطینا، شما را از هر جهت بسیاردیندار یافته‌ام،",bible
"Then said he unto me, The iniquity of the house of Israel and Judah is exceeding great, and the land is full of blood, and the city full of perverseness: for they say, The LORD hath forsaken the earth, and the LORD seeth not.","شما از شمشیرمی ترسید، اما خداوند یهوه می‌گوید شمشیر را برشما خواهم آورد.",bible
"said Harry, who had never had anything to share before or, indeed, anyone to share it with.",هری که پیش از آن هیچ چیز برای تعارف کردن به دیگران نداشت و البته هیچ کس هم چیزی به او تعارف نمی‌کرد با خوشحالی گفت:,mizan
"Soon will their multitude be put to flight, and they will show their backs.",به زودی [این] گروه [متحد در جنگی که خود بر ضد مؤمنان تدارک می‌بینند] شکست می‌خورند و پشت کنان می‌گریزند.,quran
by all young men of ardent imaginations,که جهالت و جوانی رسم نموده.,mizan
"So I guess I'd say, go out together, just in case.","بنابراین حدس می‌زنم باید به گم، شما می‌تونید با دهم از خو نه بیرون برید، فقط این یه بار؛",mizan
But it is for the sake of Monseigneur.,اما برای عالی جناب اهمیت دارد.,mizan
"Say: ""Who is it that delivereth you from the dark recesses of land and sea, when ye call upon Him in humility and silent terror: 'If He only delivers us from these (dangers), (we vow) we shall truly show our gratitude'?""","بگو: چه کسی شما را از تاریکی‌های خشکی و دریا نجات می‌دهد؟ در حالی که او را [برای نجات خود] از روی فروتنی و زاری و مخفیانه به کمک می‌طلبید؛ [و می‌گویید] که اگر ما را از این [تنگناها و مهلکه‌ها] نجات دهد، بی تردید از سپاس گزاران خواهیم بود.",quran
apparently as a private memorandum.,گویی به عنوان یادداشت کردن نوشت.,mizan
"He wavered for a moment, sat down, took up a book, opened it at random, shut it again, got up:","لحظه‌ای مردد ماند، نشست، کتابی برداشت و آن را به تصادف باز کرد و دوباره بست و به پا خاست:",mizan
I received your two kind letters with the greatest delight,دو نامه‌ی محبت‌آمیزت را با نهایت مسرت دریافت کردم,mizan
On the Day when the firmament will be in dreadful commotion.,[و آن در] روزی [است] که آسمان به حرکت و لرزه‌ای سخت در آید؛,quran
"She looketh well to the ways of her household, and eateth not the bread of idleness.","در دل خود غور کردم که بدن خود را با شراب بپرورم، با آنکه دل من مرا به حکمت (ارشاد نماید) و حماقت را بدست آورم تا ببینم که برای بنی آدم چه چیز نیکو است که آن را زیرآسمان در تمامی ایام عمر خود به عمل آورند.",bible
"Also I said, It is not good that ye do: ought ye not to walk in the fear of our God because of the reproach of the heathen our enemies?","آنگاه نزد او فرستاده گفتم: «مثل این کلام که تو می‌گویی واقع نشده است، بلکه آن را از دل خود ابداع نموده‌ای.»",bible
"They enjoy it, and do lots of it.",آن‌ها از حرف‌ زدن لذت می‌برند و به همین دلیل بسیار صحبت می‌کنند.,mizan
"But if she be cleansed of her issue, then she shall number to herself seven days, and after that she shall be clean.","این است قانون کسی‌که جریان دارد، و کسی‌که منی از وی درآید و از آن نجس شده باشد.و حایض درحیضش و هر‌که جریان دارد خواه مرد خواه زن، و مردی که با زن نجس همبستر شود.",bible
Why don't we go out for an hour or two?,چرا یکی دو ساعتی بیرون نرویم و روی آب گردشی نکنیم؟,mizan
"And he trembling and astonished said, Lord, what wilt thou have me to do? And the Lord said unto him, Arise, and go into the city, and it shall be told thee what thou must do.","وچون پطرس در رویا تفکر می‌کرد، روح وی راگفت: «اینک سه مرد تو را می‌طلبند.",bible
You watch the beloved of your heart pass away,زنده زنده انسان شاهد انهدام گرامی‌ترین پارهٔ قلب خویش‌می‌گردد,mizan
"Also to punish the just is not good, nor to strike princes for equity.","هر‌که زوجه‌ای یابد چیز نیکو یافته است، ورضامندی خداوند را تحصیل کرده است.",bible
"taking the money out of his claw, not without trembling","به مجرد اینکه پول را از چنگال او گرفتم گرچه این هم بی لرز و ترس صورت نگرفت،",mizan
"Is it not to Allah that sincere devotion is due? But those who take for protectors other than Allah (say): ""We only serve them in order that they may bring us nearer to Allah."" Truly Allah will judge between them in that wherein they differ. But Allah guides not such as are false and ungrateful.","آگاه باشید! که دین خالص ویژه خداست، و آنان که به جای خدا سرپرستان و معبودانی برگزیده‌اند [و می‌گویند:] ما آنان را جز برای اینکه ما را هر چه بیشتر به خدا نزدیک کنند، نمی‌پرستیم. بی تردید خدا میان آنان [و مؤمنان] درباره آنچه که اختلاف می‌کنند [و آن آیین توحید و شرک است] داوری خواهد کرد؛ قطعا خدا آن کس را که دروغگو و بسیار ناسپاس است، هدایت نمی‌کند.",quran
"And delivered his strength into captivity, and his glory into the enemy's hand.","ناله اسیران به حضور تو برسد. به حسب عظمت بازوی خود آنانی را که به موت سپرده شده‌اند، برهان.",bible
"Then the big Fish did swallow him, and he had done acts worthy of blame.","پس آن ماهی بزرگ او را بلعید، در حالی که سزاوار سرزنش بود.",quran
Where exactly did you find Harry's wand?,"بگو ببینم، چوب دستی هری رو از کجا برداشتی؟",mizan
nor one who used his beauty in quite the same way.,یا مردی را که زیباییش را درست در این راه بکار گرفته باشد.,mizan
"And their drink offerings shall be half an hin of wine unto a bullock, and the third part of an hin unto a ram, and a fourth part of an hin unto a lamb: this is the burnt offering of every month throughout the months of the year.","و بجهت هدیه آتشین و قربانی سوختنی برای خداوند، دو گاو جوان و یک قوچ و هفت بره نرینه یک ساله قربانی کنید، اینها برای شما بی‌عیب باشد.",bible
"""I but fulfil towards you the duties of my Lord's mission: I am to you a sincere and trustworthy adviser.",پیام‌های پروردگارم را به شما می‌رسانم و برای شما خیرخواهی امینم.,quran
"Good heavens, I should hope not,' said Maxim.",ماکزیم با خنده گفت: واقعا که شعر گفتن شما در این موقع خیلی مضحک بود!,mizan
"And as she held up her hand, her eyes fell upon the dead dog beside the road.",همچنان که دستش پیش بود چشمش به سگ بی‌جان کنار جاده افتاد,mizan
Did she not love an Englishman?,این همان است که یک نفر انکریزی را آن قدرها که می‌دانی دوست داشت.,mizan
"(Man) will have no power, and no helper.",پس انسان را [در آن روز در برابر عذاب] نه نیرویی است و نه یاوری.,quran
I hate sentimental crap like that.,از این جور مزخرفات احساساتی متنفرم.,mizan
"Then, when it is His Will, He will raise him up (again).",و سپس چون بخواهد او را زنده می‌کند.,quran
"And he said, ""Truly do I love the love of good, with a view to the glory of my Lord,""- until (the sun) was hidden in the veil (of night):",پس گفت: من دوستی اسبان را بر یاد پروردگارم [که نماز مستحب پایان روز است] اختیار کردم [زیرا می‌خواهم از آنان در جهاد با دشمن استفاده کنم و همواره به آنها نظر می‌کرد] تا [خورشید] پشت پرده افق پنهان شد.,quran
"O Prophet! Tell thy wives and daughters, and the believing women, that they should cast their outer garments over their persons (when abroad): that is most convenient, that they should be known (as such) and not molested. And Allah is Oft-Forgiving, Most Merciful.","ای پیامبر! به همسرانت و دخترانت و همسران کسانی که مؤمن هستند بگو: چادرهایشان را بر خود فرو پوشند [تا بدن و آرایش و زیورهایشان در برابر دید نامحرمان قرار نگیرد.] این [پوشش] به اینکه [به عفت و پاکدامنی] شناخته شوند نزدیک‌تر است، و در نتیجه [از سوی اهل فسق و فجور] مورد آزار قرار نخواهند گرفت؛ و خدا همواره بسیار آمرزنده و مهربان است.",quran
"He sat there on the post of his door, motionless as a form of ice.","آنجا، در حالی که روی سکوی خانه‌اش نشسته بود مثل یک جسد خیالی بود که از یخ ساخته شده باشد.",mizan
And verily thy Lord knoweth all that their hearts do hide. As well as all that they reveal.,"و به راستی پروردگارت آنچه را سینه هایشان پنهان می‌دارد و آنچه را آشکار می‌کند، می‌داند،",quran
Nor are the (chilly) shade and the (genial) heat of the sun:,"و نه سایه و نه باد گرم سوزان،",quran
"And they sat down, and did eat and drink both of them together: for the damsel's father had said unto the man, Be content, I pray thee, and tarry all night, and let thine heart be merry.","پس از آنجا گذشته، برفتند و نزد جبعه که از آن بنیامین است، آفتاب بر ایشان غروب کرد.",bible
"We granted not to any man before thee permanent life (here): if then thou shouldst die, would they live permanently?",و پیش از تو برای هیچ بشری جاودانگی قرار ندادیم؛ پس آیا اگر تو بمیری آنان جاویدان خواهند ماند؟!,quran
"Said an 'Ifrit, of the Jinns: ""I will bring it to thee before thou rise from thy council: indeed I have full strength for the purpose, and may be trusted.""","یکی از جنیان کاردان و تیزهوش گفت: من آن را پیش از آنکه از مسند خود برخیزی نزد تو می‌آورم، و من بر این [کار] توانا و امینم،",quran
Frodo was lying on his back not moving.,فرودو تاق باز دراز کشیده بود و تکان نمی‌خورد.,mizan
"Seest thou one who turns back,","آیا کسی را که [از حق] روی گردانید، دیدی؟",quran
as he knocked at the gate and read the bill next morning:,صبح روز بعد وقتی که کوبه در نوانخانه را به صدا درآورد و اعلان کذائی را خواند,mizan
"And call no man your father upon the earth: for one is your Father, which is in heaven.","پس دعاکنید تا فرار شما در زمستان یا در سبت نشود،",bible
With it will be (given) a mixture of Tasnim:,"و [این باده ناب مهر و موم شده،] آمیخته‌ای از «تسنیم» است",quran
"When it is said to them, ""Believe in what Allah Hath sent down, ""they say, ""We believe in what was sent down to us:"" yet they reject all besides, even if it be Truth confirming what is with them. Say: ""Why then have ye slain the prophets of Allah in times gone by, if ye did indeed believe?""","هنگامی که به آنان گویند: به آنچه که خدا [بر پیامبر اسلام] نازل کرده ایمان آورید، گویند: به توراتی که بر خود ما یهودیان نازل شده ایمان می‌آوریم و به غیر آن در حالی که حق است و تصدیق کننده توراتی است که با آنان است، کفر می‌ورزند. بگو: اگر شما [از روی درستی و راستی به تورات] مؤمن بودید، پس چرا پیش از این پیامبران خدا را می‌کشتید؟",quran
"""Let not a single indigent person break in upon you into the (garden) this day.""",امروز نباید نیازمندی در این باغ بر شما وارد شود,quran
"It is He Who has sent His Messenger with Guidance and the Religion of Truth, that he may proclaim it over all religion, even though the Pagans may detest (it).","اوست که پیامبرش را با هدایت و دین حق فرستاد تا آن را بر همه ادیان پیروز کند، گرچه مشرکان خوش نداشته باشند.",quran
"and while I, sick and giddy, clung to the seat with both hands, he manoeuvred the car gently, very gently, until it faced the sloping road once more.",و در همان حال که من بیمار و فرسوده. با دو دست اتومبیل را محکم گرفته بودم. در امتداد شیب جاده سرازیر شدیم و در مدتی و در مدتی کمتر از ده دقیقه به دشت رسیدیم.,mizan
"""No intercession can avail in His Presence, except for those for whom He has granted permission. So far (is this the case) that, when terror is removed from their hearts (at the Day of Judgment, then) will they say, 'what is it that your Lord commanded?' they will say, 'That which is true and just; and He is the Most High Most Great'.""","شفاعت در پیشگاه خدا جز برای کسانی که به آنان اذن دهد سودی ندارد، [آن روز شفیعان و امیدواران به شفاعت مضطربانه به انتظار اذن خدا برای شفاعت هستند] تا زمانی که با صدور اذن شفاعت دل هایشان آرام گیرد [در این هنگام مجرمان به شفیعان] گویند: پروردگارتان چه گفت؟ می‌گویند: حق گفت و او بلند مرتبه و بزرگ است.",quran
"And one tenth deal for one lamb, throughout the seven lambs:","و هدیه آردی آنها سه عشر آرد نرم سرشته شده با روغن برای هر گاو، و دو عشر برای هر قوچ.",bible
"And it was revealed unto him by the Holy Ghost, that he should not see death, before he had seen the Lord's Christ.","ابن مات، بن متاتیا، بن شمعی، بن یوسف، بن یهودا،",bible
"""And I am commanded to be the first of those who bow to Allah in Islam.""",و مأمورم که [در این آیین از] نخستین تسلیم شدگان [به فرمان‌ها و احکام] او باشم.,quran
"Behold, ye are those invited to spend (of your substance) in the Way of Allah: But among you are some that are niggardly. But any who are niggardly are so at the expense of their own souls. But Allah is free of all wants, and it is ye that are needy. If ye turn back (from the Path), He will substitute in your stead another people; then they would not be like you!","آگاه باشید! شما همان مردمی هستید که برای انفاق در راه خدا دعوت می‌شوید، پس برخی از شما بخل می‌ورزند، و هر که بخل پیشه کند، فقط نسبت به [سعادت و خوشبختی] خود بخیل است، و خدا [از انفاق و صدقات شما] بی نیاز است، و شمایید که نیازمند هستید؛ و اگر [از فرمان‌های او] روی بگردانید به جای شما گروه دیگری را می‌آورد که مانند شما [روی گردان، سست عقیده و بخیل] نخواهند بود.",quran
"But when He giveth them a goodly child, they ascribe to others a share in the gift they have received: but Allah is exalted high above the partners they ascribe to Him.","پس هنگامی که به آن زن و شوهر فرزندی تندرست و سالم داد [غیر از خدا را در اعطای این نعمت مؤثر دانستند، از این جهت] برای خدا در کنار نعمتی که به آنان عطا کرده بود، شریکان وهمتایانی قرار دادند!! پس خدا برتر و والاتر از آن است که برایش شریکان و همتایان قرار دهند.",quran
"By water flowing constantly,","و آبی ریزان،",quran
Nothing.,هیچ نیست.,mizan
"Nay, this surely is an admonition:","این چنین نیست [که نامه سرگشاده‌ای از سوی ما به آنان رسد]، بلکه بی تردید این قرآن تذکر و هشداری است [که برای جهانیان کافی است.]",quran
"Then said Jeremiah unto Zedekiah, Thus saith the LORD, the God of hosts, the God of Israel; If thou wilt assuredly go forth unto the king of Babylon's princes, then thy soul shall live, and this city shall not be burned with fire; and thou shalt live, and thine house:","زیرا خداوندمی گوید که تو را البته رهایی خواهم داد و به شمشیر نخواهی افتاد، بلکه از این جهت که بر من توکل نمودی جان تو برایت غنیمت خواهد شد.»",bible
"Behold! they fold up their hearts, that they may lie hid from Him! Ah even when they cover themselves with their garments, He knoweth what they conceal, and what they reveal: for He knoweth well the (inmost secrets) of the hearts.","آگاه باشید که مشرکان سر در گریبان فرو می‌برند تا [خود را] از شنیدن قرآن [به هنگام تلاوتش به وسیله پیامبر و مؤمنان] پنهان بدارند؛ آگاه باشید! چون جامه هایشان را بر سر و روی خود می‌پوشانند [تا دیده نشوند، این پنهانکاری سودی به حال آنان ندارد] خدا آنچه را پنهان می‌کنند وآنچه را آشکار می‌نمایند، می‌داند؛ یقینا او به آنچه در سینه هاست، داناست.",quran
"What the future might bring, Heaven only knew.",تنها خداوند می‌دانست آینده چه در چنته داشت.,mizan
"So Johanan the son of Kareah, and all the captains of the forces, and all the people, obeyed not the voice of the LORD, to dwell in the land of Judah.","پس ارمیا تمامی قوم را از مردان و زنان وهمه کسانی که این جواب را بدو داده بودندخطاب کرده، گفت:",bible
"So they threw their ropes and their rods, and said: ""By the might of Pharaoh, it is we who will certainly win!""","پس ریسمان‌ها و عصاهایشان را افکندند، و گفتند: به عزت فرعون سوگند که به راستی ما به طور مسلم پیروزیم.",quran
"Woe, that Day, to those that deny-",وای در آن روز بر تکذیب کنندگان.,quran
The sewer is the conscience of the city.,اگو وجدان شهر است.,mizan
So We listened to him: and delivered him from distress: and thus do We deliver those who have faith.,پس ندایش را اجابت کردیم و از اندوه نجاتش دادیم؛ و این گونه مؤمنان را نجات می‌دهیم.,quran
I think for a few moments.,لحظه‌ای فکر کردم,mizan
"And the king said unto Haman, The silver is given to thee, the people also, to do with them as it seemeth good to thee.",پس استر فرمود به مردخای جواب دهید,bible
"But your wives, and your little ones, and your cattle, (for I know that ye have much cattle,) shall abide in your cities which I have given you;",تمنا اینکه عبور نمایم و زمین نیکو را که به آنطرف اردن است و این کوه نیکو و لبنان را ببینم.»,bible
"because for two desperate hours the parrot refused to say a single syllable, ignoring the pleas and threats and public humiliation of Dr. Urbino","چون طوطی در عرض آن دو ساعت التماس و درخواست و تهدید دکتر اوربینو، با لجاجت هرچه تمام‌تر در سکوت مطلق، حتی یک کلمه‌ هم حرف نزد.",mizan
So We gave him the good news of a boy ready to suffer and forbear.,پس ما او را به پسری بردبار مژده دادیم.,quran
Thus did the (generations) before them say! But all that they did was of no profit to them.,"همین [سخن بیهوده و باطل] را کسانی که پیش از آنان بودند، گفتند، ولی آنچه را [از مقام و ثروت همواره] به دست می‌آوردند، عذاب و هلاکت را از آنان برطرف نکرد.",quran
"Then fled Moses at this saying, and was a stranger in the land of Madian, where he begat two sons.","پس ارشاد نموده و به کلام خداوند تکلم کرده، به اورشلیم برگشتند و دربسیاری از بلدان اهل سامره بشارت دادند.",bible
"And what think those who invent lies against Allah, of the Day of Judgment? Verily Allah is full of bounty to mankind, but most of them are ungrateful.","و کسانی که بر خدا دروغ می‌بندند، گمانشان به روز قیامت چیست؟ بی تردید خدا نسبت به همه مردم، صاحب فضل و احسان است، ولی بیشترشان سپاس نمی‌گزارند.",quran
"And Absalom spake unto his brother Amnon neither good nor bad: for Absalom hated Amnon, because he had forced his sister Tamar.","و ابشالوم گریخت، و جوانی که دیده بانی می‌کرد، چشمان خود را بلند کرده، نگاه کرد و اینک خلق بسیاری از پهلوی کوه که در عقبش بود، می‌آمدند.",bible
"Is not this the carpenter, the son of Mary, the brother of James, and Joses, and of Juda, and Simon? and are not his sisters here with us? And they were offended at him.","و چون از کشتی بیرون شدند، مردم در حال او را شناختند،",bible
Larry guessed her age at about twenty five.,لری حدس می‌زد ۲۵ ساله باشد.,mizan
"Go and say unto David, Thus saith the LORD, I offer thee three things; choose thee one of them, that I may do it unto thee.","چند او را به لباس می‌پوشانیدند، لیکن گرم نمی شد.",bible
"It's the man, Lloyd, he said.",وی تنی گفت: ارباب بود.,mizan
Two young ladies appeared before me;,دو خانم جوان در برابر خود می‌‌‌‌‌دیدم؛,mizan
"The LORD talked with you face to face in the mount out of the midst of the fire,",و رحمت می‌کنم تاهزار پشت برآنانی که مرا دوست دارند و احکام مرا نگاه دارند.,bible
"And when there comes to them a Book from Allah, confirming what is with them,- although from of old they had prayed for victory against those without Faith,- when there comes to them that which they (should) have recognised, they refuse to believe in it but the curse of Allah is on those without Faith.","و هنگامی که برای آنان از سوی خدا کتابی [چون قرآن] آمد که تصدیق کننده توراتی است که با آنان است، و همواره پیش از نزولش به خودشان [در سایه ایمان به آن] مژده پیروزی بر کافران می‌دادند، پس [با این وصف] زمانی که قرآن [که پیش از نزولش آن را با پیشگویی تورات می‌شناختند] نزد آنان آمد، به آن کافر شدند؛ پس لعنت خدا بر کافران باد.",quran
"And on them, as well as in ships, ye ride.",و بر آنها و بر کشتی‌ها حمل می‌شوید؛,quran
"said Mr. Larcher, the eminent carrier, who had just come in.",آقای لار چر صاحب بنگاه حمل و نقل که تازه از راه رسیده بود گفت:,mizan
"Upon man's flesh shall it not be poured, neither shall ye make any other like it, after the composition of it: it is holy, and it shall be holy unto you.","و از اینها بخوربساز، عطری از صنعت عطار نمکین و مصفی و مقدس.",bible
"We gave him Isaac and Jacob: all (three) guided: and before him, We guided Noah, and among his progeny, David, Solomon, Job, Joseph, Moses, and Aaron: thus do We reward those who do good:","و اسحاق و یعقوب را به ابراهیم بخشیدیم، [و] هر یک را هدایت کردیم، و [نیز] نوح را پیش از این هدایت نمودیم، و از فرزندان او داود و سلیمان و ایوب و یوسف و موسی و هارون را [هدایت کردیم؛] و این گونه نیکوکاران را پاداش می‌دهیم.",quran
"And who, as I, shall call, and shall declare it, and set it in order for me, since I appointed the ancient people? and the things that are coming, and shall come, let them shew unto them.",تا از مشرق آفتاب و مغرب آن بدانند که سوای من احدی نیست. من یهوه هستم و دیگری نی.,bible
"And their houses shall be turned unto others, with their fields and wives together: for I will stretch out my hand upon the inhabitants of the land, saith the LORD.",آیا این خانه‌ای که به اسم من مسمی است در نظر شمامغاره دزدان شده است؟ و خداوند می‌گوید: اینک من نیز این را دیده‌ام.,bible
"His hair had grown thinner, the same straight mustaches hid his lips,","موهایش تنک شده بود، اما همان سبیل دراز بالای لبهایش آویخته بود",mizan
"""Of no profit to me has been my wealth!","ثروتم عذاب را از من دفع نکرد،",quran
"One day will Allah gather the messengers together, and ask: ""What was the response ye received (from men to your teaching)?"" They will say: ""We have no knowledge: it is Thou Who knowest in full all that is hidden.""","[از] روزی [پروا کنید] که خدا پیامبران را جمع می‌کند، و [به آنان] می‌فرماید: [در برابر دعوتتان به اجرای دستورهای خدا] چه پاسخی به شما داده شد؟ گویند: ما را [در برابر دانش تو] هیچ دانشی نیست؛ یقینا تویی که به نهان‌ها بسیار دانایی.",quran
"So We listened to him: and We granted him Yahya: We cured his wife's (Barrenness) for him. These (three) were ever quick in emulation in good works; they used to call on Us with love and reverence, and humble themselves before Us.","پس [ندای] او را اجابت کردیم و یحیی را به او بخشیدیم و نازایی همسرش را برای وی اصلاح نمودیم، آنان همواره در کارهای خیر می‌شتافتند، و ما را از روی امید و بیم می‌خواندند، و پیوسته در برابر ما فروتن بودند.",quran
"And he had brethren the sons of Jehoshaphat, Azariah, and Jehiel, and Zechariah, and Azariah, and Michael, and Shephatiah: all these were the sons of Jehoshaphat king of Israel.",و بعد از اینهمه خداوند احشایش را به مرض علاج ناپذیر مبتلا ساخت.,bible
"And it shall be a perpetual statute unto them, that he that sprinkleth the water of separation shall wash his clothes; and he that toucheth the water of separation shall be unclean until even.","و چرا جماعت خداوند را به این بیابان آوردید تا ما و بهایم ما، دراینجا بمیریم؟",bible
"Say: ""O ye People of the Book! Why obstruct ye those who believe, from the path of Allah, Seeking to make it crooked, while ye were yourselves witnesses (to Allah's Covenant)? but Allah is not unmindful of all that ye do.""","بگو: ای اهل کتاب! چرا کسانی را که ایمان آورده‌اند از راه خدا  در حالی که خواهان کج نشان دادن آن هستید  بازمی دارید؟ با اینکه شما [به مستقیم بودن و حقانیتش] گواهید، و خدا از آنچه انجام می‌دهید بی خبر نیست.",quran
"Or thinkest thou that most of them listen or understand? They are only like cattle;- nay, they are worse astray in Path.","آیا گمان می‌کنی بیشتر آنان [سخن حق را] می‌شنوند، یا [در حقایق] می‌اندیشند؟ آنان جز مانند چهارپایان نیستند بلکه آنان گمراه ترند!",quran
