id,channel_name,is_signal,signal_type,sentiment_type,found_namads_string,views,forwards,published_at
958,https://t.me/NoavaranAmin,0,,neutral,سشرق,551,1,6/27/2022 07:43
1471,topsignalexchange,0,,,,2468,1,5/22/2022 04:12
960,https://t.me/NoavaranAmin,0,,neutral,"خراسان، غشان",577,1,6/27/2022 07:13
1472,topsignalexchange,1,sell,,غاذر,2547,1,5/22/2022 03:03
1218,sahamyab,0,,,غنوش,409,1,5/25/2022 18:43
963,https://t.me/NoavaranAmin,0,,neutral,فارس,601,1,6/27/2022 06:36
1475,topsignalexchange,0,,,,2548,1,5/21/2022 07:56
1228,sahamyab,0,,,,590,1,5/20/2022 17:20
973,https://t.me/NoavaranAmin,1,buy,positive,"آپ، پرداخت",476,1,6/27/2022 05:52
1230,sahamyab,1,buy,,غنوش,577,1,5/18/2022 11:48
1486,topsignalexchange,1,buy,,فنرژی,2838,1,5/19/2022 14:59
1232,sahamyab,0,,,شفا,450,1,5/18/2022 09:33
1488,topsignalexchange,1,buy,,شوینده,3037,1,5/18/2022 05:39
1233,sahamyab,0,,,شفا,386,1,5/18/2022 09:32
1489,topsignalexchange,0,,,پارس,3032,1,5/18/2022 05:09
1237,sahamyab,0,,,,399,1,5/17/2022 06:34
1494,topsignalexchange,0,,,پرداخت,2242,1,5/17/2022 09:34
1495,topsignalexchange,0,,,,2879,1,5/17/2022 08:21
984,https://t.me/NoavaranAmin,0,,neutral,غنوش,616,1,6/27/2022 03:37
1497,topsignalexchange,0,,,بورس,2486,1,5/17/2022 06:19
1245,sahamyab,0,,,وساپا,351,1,5/16/2022 08:37
1502,topsignalexchange,1,buy,,پلاست,2659,1,5/16/2022 06:44
1505,topsignalexchange,1,buy,,,2638,1,5/16/2022 04:43
1506,topsignalexchange,1,buy,,خودرو,2559,1,5/16/2022 04:41
1251,sahamyab,1,buy,,,332,1,5/13/2022 14:33
1507,topsignalexchange,1,buy,,,2505,1,5/16/2022 04:39
1255,sahamyab,0,,,وساپا,334,1,5/12/2022 16:26
1511,topsignalexchange,1,buy,,قشرین,2389,1,5/15/2022 07:29
1256,sahamyab,1,buy,,,335,1,5/12/2022 09:26
1513,topsignalexchange,0,,,خودرو,2587,1,5/16/2022 03:47
1260,sahamyab,0,,,غنوش,329,1,5/11/2022 07:20
1006,sahamyab,0,,,پرداخت,96,1,6/23/2022 19:46
1518,topsignalexchange,0,,,جم ,2257,1,5/15/2022 06:40
1268,sahamyab,1,buy,,شستا,371,1,5/8/2022 19:25
1527,topsignalexchange,1,,,تپکو,2032,1,5/15/2022 04:41
1036,sahamyab,0,,,,216,2,6/19/2022 03:21
1039,sahamyab,0,,,جم ,198,2,6/18/2022 19:32
1295,topsignalexchange,1,buy,,سصفها,2307,2,6/19/2022 05:29
1552,vipmosbat5,0,,,,794,2,6/23/2022 08:45
1297,topsignalexchange,1,buy,,,3031,2,6/15/2022 06:20
786,https://t.me/asiasarmayeh,0,,,,101,2,11/8/2021 21:24
1301,topsignalexchange,0,,,غدشت,2340,2,6/14/2022 07:32
281,https://t.me/grouprezabourse,0,,,,873,2,4/17/2022 07:24
1058,sahamyab,1,buy,,کپشیر,185,2,6/17/2022 18:04
1059,sahamyab,1,buy,,کپشیر,187,2,6/17/2022 17:58
1061,sahamyab,1,buy,,کپشیر,187,2,6/17/2022 17:39
1063,sahamyab,0,,,,228,2,6/16/2022 10:40
1323,topsignalexchange,0,,,,2204,2,6/12/2022 05:02
1075,sahamyab,0,,,دانا,196,2,6/14/2022 15:35
310,https://t.me/signalle_bartare_bours,0,,negative,بورس,3767,2,4/12/2022 05:38
1590,vipmosbat5,0,,,بورس,1467,2,6/18/2022 06:21
1079,sahamyab,1,buy,,حفارس,212,2,6/13/2022 10:09
1336,topsignalexchange,1,buy,,فاما,2272,2,6/8/2022 07:27
1341,topsignalexchange,0,,,,2421,2,6/7/2022 06:19
319,https://t.me/signalle_bartare_bours,1,buy,positive,لپارس,3563,2,4/11/2022 05:20
1347,topsignalexchange,0,,,فاما,2274,2,6/7/2022 05:05
329,https://t.me/signalle_bartare_bours,1,sell,neutral,"خساپا، خگستر، خودرو، شپنا، وبصادر، وبملت، وتجارت",3853,2,4/10/2022 08:31
1612,vipmosbat5,0,,,امین,761,2,6/16/2022 09:42
1613,vipmosbat5,0,,,خودرو,761,2,6/16/2022 09:40
1106,sahamyab,0,,,,256,2,5/31/2022 06:12
340,https://t.me/signalle_bartare_bours,1,sell,negative,وتجارت,3477,2,4/10/2022 04:39
858,https://t.me/NoavaranAmin,0,,neutral,فولاد,431,2,6/28/2022 06:43
1372,topsignalexchange,0,,,سپ,2442,2,6/5/2022 15:14
350,https://t.me/signalle_bartare_bours,1,buy,neutral,"خودرو، وبملت",3754,2,4/9/2022 08:22
351,https://t.me/signalle_bartare_bours,1,buy,neutral,"خاور، خبهمن، خساپا، خگستر، خودرو، شبندر، ولساپا",3650,2,4/9/2022 08:22
1379,topsignalexchange,1,sell,,,2571,2,6/1/2022 05:20
868,https://t.me/NoavaranAmin,1,buy,positive,"پارس، خمهر",447,2,6/28/2022 05:48
1125,sahamyab,0,,,شفا,244,2,6/10/2022 08:41
105,https://t.me/ChanelVIP20,1,buy,positive,شستا,17507,2,4/17/2022 07:14
618,https://t.me/asiasarmayeh,1,buy,positive,"دانا، ددام",394,2,5/15/2022 09:36
877,https://t.me/NoavaranAmin,0,,neutral,جم,440,2,6/28/2022 04:49
113,https://t.me/ChanelVIP20,0,,positive,همراه,15808,2,4/17/2022 04:46
1397,topsignalexchange,0,,,,2907,2,5/30/2022 03:20
1153,sahamyab,0,,,,216,2,6/7/2022 08:22
1413,topsignalexchange,0,,,بورس,2777,2,5/28/2022 05:21
1414,topsignalexchange,1,buy,,خنصیر,2799,2,5/28/2022 03:33
903,https://t.me/NoavaranAmin,1,buy,positive,بورس,1193,2,6/27/2022 13:58
139,https://t.me/ChanelVIP20,0,,neutral,شستا,17840,2,4/16/2022 05:15
907,https://t.me/NoavaranAmin,1,buy,positive,فولاد,531,2,6/27/2022 13:09
1675,vipmosbat5,0,,,,690,2,6/12/2022 09:51
141,https://t.me/ChanelVIP20,0,,neutral,پارسان,17699,2,4/16/2022 05:04
1165,sahamyab,0,,,,266,2,6/5/2022 07:25
1678,vipmosbat5,0,,,افق,579,2,6/12/2022 09:49
1425,topsignalexchange,1,buy,,خنصیر,2373,2,5/25/2022 06:59
1174,sahamyab,0,,,,303,2,6/1/2022 09:36
1686,vipmosbat5,0,,,خودرو,620,2,6/12/2022 09:14
921,https://t.me/NoavaranAmin,1,buy,positive,نبروج,450,2,6/27/2022 11:56
1435,topsignalexchange,1,,,,2239,2,5/25/2022 04:32
1439,topsignalexchange,1,buy,,خنصیر,2338,2,5/25/2022 03:31
1441,topsignalexchange,1,buy,,پردیس,2494,2,5/24/2022 08:50
1188,sahamyab,0,,,شفا,227,2,6/1/2022 19:45
1445,topsignalexchange,1,buy,,بجهرم,2392,2,5/24/2022 06:57
936,https://t.me/NoavaranAmin,1,buy,positive,سمازن,515,2,6/27/2022 10:48
1206,topsignalexchange,0,,,,2354,2,6/18/2022 03:50
959,https://t.me/NoavaranAmin,1,buy,positive,فسپا,577,2,6/27/2022 07:23
1229,sahamyab,0,,,شفا,527,2,5/20/2022 15:47
976,https://t.me/NoavaranAmin,1,buy,positive,پدرخش,509,2,6/27/2022 05:27
1238,sahamyab,1,buy,,غنوش,380,2,5/17/2022 06:32
1239,sahamyab,1,buy,,وتوصا,398,2,5/16/2022 08:42
1504,topsignalexchange,1,buy,,,2689,2,5/16/2022 04:48
995,https://t.me/NoavaranAmin,0,,neutral,شگل,639,2,6/26/2022 16:39
1512,topsignalexchange,1,,,غنوش,2349,2,5/15/2022 07:28
1517,topsignalexchange,1,buy,,,2254,2,5/15/2022 06:40
1529,topsignalexchange,0,,,,2108,2,5/15/2022 04:22
1296,topsignalexchange,1,buy,,,3087,3,6/15/2022 07:52
1041,sahamyab,1,buy,,ونوین,888,3,6/18/2022 19:20
1312,topsignalexchange,1,buy,,خودرو,2385,3,6/13/2022 03:08
1060,sahamyab,1,buy,,کپشیر,188,3,6/17/2022 17:45
1062,sahamyab,0,,,شفا,204,3,6/17/2022 07:10
299,https://t.me/signalle_bartare_bours,0,,neutral,بورس,4505,3,4/12/2022 09:12
305,https://t.me/signalle_bartare_bours,0,,,,3465,3,4/12/2022 07:30
315,https://t.me/signalle_bartare_bours,1,sell,neutral,"اخابر، خبهمن، خساپا، خگستر، خودرو، شبندر، شپنا، شستا، وبملت، وساپا",3771,3,4/11/2022 08:33
1086,sahamyab,0,,,جم ,205,3,6/12/2022 08:40
1346,topsignalexchange,1,buy,,,2298,3,6/7/2022 05:05
1351,topsignalexchange,0,,,فارس,2379,3,6/7/2022 02:59
1353,topsignalexchange,0,,,ملت,2259,3,6/3/2022 17:40
331,https://t.me/signalle_bartare_bours,1,buy,neutral,"خودرو، ذوب، وبشهر",3407,3,4/10/2022 08:31
1360,topsignalexchange,0,,,,2351,3,6/1/2022 04:14
1362,topsignalexchange,1,,,,2463,3,5/31/2022 06:24
1365,topsignalexchange,0,,,,2443,3,6/6/2022 06:17
1634,vipmosbat5,0,,,,888,3,6/14/2022 13:41
1636,vipmosbat5,0,,,بورس,709,3,6/14/2022 13:38
1639,vipmosbat5,0,,,,696,3,6/14/2022 13:34
876,https://t.me/NoavaranAmin,1,buy,positive,غزر,426,3,6/28/2022 04:52
878,https://t.me/NoavaranAmin,0,,neutral,غنوش,452,3,6/28/2022 04:48
1649,vipmosbat5,0,,,,1424,3,6/14/2022 05:22
1401,topsignalexchange,1,buy,,,2698,3,5/29/2022 06:23
638,https://t.me/asiasarmayeh,1,buy,positive,وبصادر,358,3,4/17/2022 08:55
133,https://t.me/ChanelVIP20,0,,neutral,خودرو,19686,3,4/16/2022 07:31
1673,vipmosbat5,0,,,,1044,3,6/11/2022 20:28
1421,topsignalexchange,0,,,,2756,3,5/25/2022 07:41
914,https://t.me/NoavaranAmin,0,,neutral,غمارگ,467,3,6/27/2022 12:18
919,https://t.me/NoavaranAmin,1,buy,positive,خساپا,485,3,6/27/2022 11:58
160,https://t.me/ChanelVIP20,0,,neutral,ما,24619,3,4/14/2022 08:59
162,https://t.me/ChanelVIP20,0,,neutral,دارو,21677,3,4/14/2022 08:59
172,https://t.me/ChanelVIP20,0,,neutral,"شبندر، شتران، فارس، فولاد، ومعادن",18673,3,4/13/2022 10:21
175,https://t.me/ChanelVIP20,0,,neutral,بورس,19845,3,4/13/2022 10:11
1201,topsignalexchange,1,sell,,,2313,3,6/19/2022 04:23
178,https://t.me/ChanelVIP20,0,,neutral,خگستر,20734,3,4/13/2022 06:10
1220,sahamyab,0,,,شفا,343,3,5/25/2022 17:00
1477,topsignalexchange,0,,,وتجارت,2630,3,5/21/2022 05:15
1479,topsignalexchange,1,buy,,غنوش,2672,3,5/21/2022 04:41
1246,sahamyab,0,,,,398,3,5/14/2022 20:02
1503,topsignalexchange,0,,,,2787,3,5/16/2022 04:49
1010,sahamyab,0,,,,154,3,6/22/2022 14:54
1270,sahamyab,1,buy,,,319,3,5/8/2022 18:09
1547,vipmosbat5,0,,,خودرو,884,4,6/23/2022 08:47
1294,topsignalexchange,1,buy,,فولاد,2190,4,6/20/2022 03:44
1304,topsignalexchange,0,,,,2221,4,6/14/2022 05:17
1564,vipmosbat5,0,,,بورس,1183,4,6/21/2022 09:01
316,https://t.me/signalle_bartare_bours,1,buy,neutral,"اخابر، خبهمن، خگستر، شبندر، شپنا، شسپا، همراه، وپارس، وساپا",3456,4,4/11/2022 08:33
1340,topsignalexchange,1,buy,,غنوش,2408,4,6/8/2022 03:52
1348,topsignalexchange,0,,,پیزد,2262,4,6/7/2022 04:49
1101,sahamyab,0,,,,586,4,6/1/2022 04:06
852,https://t.me/NoavaranAmin,1,buy,positive,شسپا,457,4,6/28/2022 07:38
602,https://t.me/asiasarmayeh,1,buy,positive,دجابر,380,4,6/20/2022 09:32
99,https://t.me/ChanelVIP20,0,,neutral,"خودرو، فارس، همراه",9154,4,4/17/2022 11:45
1646,vipmosbat5,0,,,کالا,864,4,6/14/2022 13:30
1391,topsignalexchange,1,,,,2249,4,5/31/2022 04:52
1415,topsignalexchange,0,,,,2862,4,5/26/2022 19:36
1179,sahamyab,0,,,جم ,239,4,6/3/2022 21:53
164,https://t.me/ChanelVIP20,0,,neutral,بورس,21642,4,4/14/2022 08:58
1458,topsignalexchange,0,,,,2563,4,5/23/2022 04:42
180,https://t.me/ChanelVIP20,1,buy,positive,فارس,19992,4,4/13/2022 05:29
1463,topsignalexchange,1,buy,,,2519,4,5/22/2022 07:26
1216,sahamyab,0,,,شفا,365,4,5/27/2022 10:17
1474,topsignalexchange,1,sell,,,2618,4,5/21/2022 07:56
1481,topsignalexchange,1,buy,,ثمسکن,2715,4,5/21/2022 03:40
1231,sahamyab,0,,,شفا,515,4,5/18/2022 09:37
1269,sahamyab,1,buy,,غنوش,354,4,5/8/2022 19:07
1288,topsignalexchange,1,buy,,سنیر,1663,5,6/22/2022 03:29
1289,topsignalexchange,1,buy,,آپ,1698,5,6/21/2022 15:22
1300,topsignalexchange,1,buy,,سنیر,2898,5,6/15/2022 04:11
1310,topsignalexchange,1,buy,,خاهن,2312,5,6/14/2022 03:46
298,https://t.me/signalle_bartare_bours,0,,,,4322,5,4/12/2022 11:15
1325,topsignalexchange,1,buy,,خودرو,2242,5,6/12/2022 04:06
1350,topsignalexchange,1,buy,,وپترو,2368,5,6/7/2022 03:49
126,https://t.me/ChanelVIP20,0,,neutral,بورس,21842,5,4/16/2022 12:13
1176,sahamyab,0,,,,604,5,6/1/2022 04:06
934,https://t.me/NoavaranAmin,1,buy,positive,شفن,467,5,6/27/2022 11:03
1190,sahamyab,0,,,,232,5,6/2/2022 18:37
1459,topsignalexchange,1,buy,,حپترو,2618,5,5/23/2022 03:48
1205,topsignalexchange,1,,,,2368,5,6/18/2022 04:20
1476,topsignalexchange,1,buy,,پیزد,2610,5,5/21/2022 06:03
1548,vipmosbat5,0,,,,697,6,6/23/2022 08:45
859,https://t.me/NoavaranAmin,1,buy,positive,خودرو,515,6,6/28/2022 06:39
1633,vipmosbat5,0,,,,1145,6,6/14/2022 15:42
1398,topsignalexchange,1,buy,,غگل,2921,6,5/30/2022 03:20
894,https://t.me/NoavaranAmin,1,buy,positive,شسپا,568,6,6/27/2022 16:29
1409,topsignalexchange,0,,,خودرو,2636,6,5/29/2022 03:26
1417,topsignalexchange,0,,,,2833,6,5/26/2022 08:09
1437,topsignalexchange,1,buy,,,2328,6,5/25/2022 04:12
1478,topsignalexchange,1,buy,,شوینده,2757,6,5/21/2022 05:07
1508,topsignalexchange,1,buy,,تکشا,2496,6,5/16/2022 03:18
1533,topsignalexchange,1,buy,,واتی,2383,6,5/15/2022 03:11
337,https://t.me/signalle_bartare_bours,0,,negative,لپارس,3579,7,4/10/2022 04:57
1370,topsignalexchange,1,buy,,پیزد,2498,7,6/6/2022 03:31
604,https://t.me/asiasarmayeh,1,buy,positive,"بورس، خودرو",423,7,6/17/2022 08:56
111,https://t.me/ChanelVIP20,1,buy,positive,"اخابر، همراه",16830,7,4/17/2022 04:52
385,https://t.me/signalle_bartare_bours,1,buy,positive,همراه,4670,7,4/6/2022 03:51
1703,vipmosbat5,0,,,پارس,1211,7,6/11/2022 19:25
1454,topsignalexchange,0,,,,2558,7,5/23/2022 14:26
961,https://t.me/NoavaranAmin,1,buy,positive,شبندر,637,7,6/27/2022 07:08
1491,topsignalexchange,1,buy,,خساپا,3028,7,5/18/2022 04:10
1499,topsignalexchange,1,buy,,شپلی,2665,7,5/17/2022 03:46
1342,topsignalexchange,0,,,ساوه,2492,8,6/8/2022 18:59
1374,topsignalexchange,0,,,شفا,2335,8,6/3/2022 17:52
898,https://t.me/NoavaranAmin,1,buy,positive,بترانس,598,8,6/27/2022 15:08
920,https://t.me/NoavaranAmin,1,buy,positive,فباهنر,585,8,6/27/2022 11:58
1452,topsignalexchange,1,buy,,کحافظ,2512,8,5/24/2022 02:48
1500,topsignalexchange,0,,,,3171,8,5/16/2022 13:28
1473,topsignalexchange,1,buy,,پیزد,2556,9,5/22/2022 02:40
197,https://t.me/ChanelVIP20,0,,neutral,ما,23657,9,4/12/2022 16:03
1487,topsignalexchange,0,,,بورس,3475,9,5/18/2022 11:33
520,https://t.me/Codal360_ir,0,,neutral,لابسا,4844,10,6/28/2022 09:34
558,https://t.me/Codal360_ir,1,buy,positive,ستران,6657,10,6/28/2022 07:59
574,https://t.me/Codal360_ir,1,sell,negative,فولاد,6671,10,6/28/2022 06:49
579,https://t.me/Codal360_ir,0,,neutral,وبملت,7273,10,6/28/2022 06:43
589,https://t.me/Codal360_ir,0,,negative,فارس,6967,10,6/28/2022 06:08
593,https://t.me/Codal360_ir,0,,neutral,وصنا,7576,10,6/28/2022 05:49
440,https://t.me/Codal360_ir,0,,negative,"پترول، فارس",2428,10,6/28/2022 11:29
441,https://t.me/Codal360_ir,1,buy,positive,"پترول، فارس",2426,10,6/28/2022 11:29
448,https://t.me/Codal360_ir,1,buy,positive,وخارزم,2732,10,6/28/2022 11:19
455,https://t.me/Codal360_ir,1,buy,positive,غگل,3028,10,6/28/2022 11:09
474,https://t.me/Codal360_ir,1,buy,positive,وتجارت,3637,10,6/28/2022 10:44
497,https://t.me/Codal360_ir,1,buy,positive,شمواد,4548,10,6/28/2022 10:10
500,https://t.me/Codal360_ir,1,buy,positive,بورس,4543,10,6/28/2022 10:04
166,https://t.me/ChanelVIP20,0,,neutral,بورس,28145,11,4/13/2022 15:16
167,https://t.me/ChanelVIP20,0,,negative,فولاد,22147,11,4/13/2022 14:03
1493,topsignalexchange,0,,,خودرو,2754,11,5/17/2022 09:35
480,https://t.me/Codal360_ir,1,buy,positive,ثشاهد,4552,11,6/28/2022 10:28
929,https://t.me/NoavaranAmin,1,buy,positive,"پارس، خپارس، خودرو",499,12,6/27/2022 11:18
314,https://t.me/signalle_bartare_bours,1,buy,neutral,"اخابر، شپنا، شسپا",4105,13,4/11/2022 08:33
1418,topsignalexchange,0,,,,2643,13,5/26/2022 05:58
1354,topsignalexchange,0,,,سپ,2318,14,6/3/2022 17:39
1498,topsignalexchange,1,,,,2613,14,5/17/2022 04:43
344,https://t.me/signalle_bartare_bours,0,,neutral,"بورس، لپارس، وتجارت",3537,15,4/10/2022 03:56
1644,vipmosbat5,0,,,خاور,1200,17,6/14/2022 13:47
1416,topsignalexchange,0,,,,2761,18,5/26/2022 19:33
530,https://t.me/Codal360_ir,0,,neutral,فسازان,5454,20,6/28/2022 09:18
537,https://t.me/Codal360_ir,1,buy,positive,ذوب,5759,20,6/28/2022 08:49
543,https://t.me/Codal360_ir,1,buy,positive,خودرو,6965,20,6/28/2022 08:33
509,https://t.me/Codal360_ir,1,buy,positive,شمواد,4845,20,6/28/2022 09:49
564,https://t.me/Codal360_ir,1,buy,positive,شسپا,6357,21,6/28/2022 07:38
592,https://t.me/Codal360_ir,0,,neutral,فسرب,7280,21,6/28/2022 05:58
594,https://t.me/Codal360_ir,1,buy,positive,"پارس، خمهر",8185,30,6/28/2022 05:49
1355,topsignalexchange,0,,,,3117,47,6/2/2022 11:58
1420,topsignalexchange,0,,,خودرو,3407,47,5/27/2022 18:19
559,https://t.me/Codal360_ir,1,buy,positive,"خراسان، قثابت",15486,82,6/28/2022 07:54
581,https://t.me/Codal360_ir,1,buy,positive,خودرو,15816,141,6/28/2022 06:39
